StockCode,Description,category,Unnamed: 3,Unnamed: 4,category1
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,flannel,,,bird décor
21107,CREAM SLICE FLANNEL PINK SPOT ,flannel,,,wash bag
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,flannel,,,pony
21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,napkins,,,fridge magnet
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",napkins,,,light glass
21109,wet,napkins,,,tea glass
21110,LARGE CAKE TOWEL PINK SPOTS,napkins,,,kashmiri chair
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",napkins,,,teaspoon cutlery
21112,SWISS ROLL TOWEL PINK  SPOTS,napkins,,,mirrors
21112,"SWISS ROLL TOWEL, PINK  SPOTS",napkins,,,cases
21114,LAVENDER SCENTED FABRIC HEART,candles,,,child cutlery
21115,ROSE CARAVAN DOORSTOP,doorstop,,,umbrella 
21116,OWL DOORSTOP,doorstop,,,envelope
21117,BLOND DOLL DOORSTOP,doorstop,,,paper box
21120,*Boombox Ipod Classic,doorstop,,,platter
21121,SET/10 RED POLKADOT PARTY CANDLES,candles,,,fruit bowl
21122,SET/10 PINK POLKADOT PARTY CANDLES,candles,,,scrap book
21123,SET/10 IVORY POLKADOT PARTY CANDLES,candles,,,lights 
21124,SET/10 BLUE POLKADOT PARTY CANDLES,candles,,,candle bowl
21125,SET 6 FOOTBALL CELEBRATION CANDLES,candles,,,fairy lights
21126,SET OF 6 GIRLS CELEBRATION CANDLES,candles,,,christmas lights
21128,GOLD FISHING GNOME,candles,,,ribbons
21129,SILVER FISHING GNOME ,gnome,,,pot 
21131,GOLD STANDING GNOME,gnome,,,utensil holder
21132,SILVER STANDING GNOME   ,gnome,,,water basin
21135,VICTORIAN  METAL POSTCARD SPRING,postcard,,,rack
21135,sold as set on dotcom,,,,door sign
21135,wet rusty,,,,napkin ring
21136,PAINTED METAL PEARS ASSORTED,pears,,,light set
21136,sold as set on dotcom,,,,flower holder
21137,BLACK RECORD COVER FRAME,photo frame,,,placemate
21143,ANTIQUE GLASS HEART DECORATION ,art decoration,,,crystal décor
21144,PINK POODLE HANGING DECORATION ,art decoration,,,tins
21145,ANTIQUE GLASS PLACE SETTING,art decoration,,,jars
21147,?,,,,needle set
21147,JINGLE BELLS TREE DECORATION,tree decoration,,,sewing kit
21147,found,,,,chain
21154,RED RETROSPOT OVEN GLOVE ,oven gloves,,,wastepaper bin
21155,RED RETROSPOT PEG BAG,hand bag,,,easter décor
21156,RETROSPOT CHILDRENS APRON,apron,,,soft toys
21157,RED RETROSPOT WASHBAG,washbag,,,garden décor
21158,MOODY GIRL DOOR HANGER ,hanger,,,case
21159,MOODY BOY  DOOR HANGER ,hanger,,,ring stand
21159,damaged,hanger,,,necklace
21160,KEEP OUT GIRLS DOOR HANGER ,hanger,,,earrings
21161,KEEP OUT BOYS DOOR HANGER ,hanger,,,comb
21162,TOXIC AREA  DOOR HANGER ,hanger,,,bag charm
21163,DO NOT TOUCH MY STUFF DOOR HANGER ,hanger,,,ring box
21164,HOME SWEET HOME METAL SIGN ,metal sign,,,hair grip
21165,BEWARE OF THE CAT METAL SIGN ,metal sign,,,choker
21165,check,metal sign,,,brooch
21166,?,metal sign,,,phone charm
21166,COOK WITH WINE METAL SIGN ,metal sign,,,bracelet set
21167,WHITE SAGE INCENSE,metal sign,,,jewellery set
21169,YOU'RE CONFUSING ME METAL SIGN ,metal sign,,,hair tie
21171,BATHROOM METAL SIGN ,metal sign,,,hair comb
21172,PARTY METAL SIGN ,metal sign,,,bangle
21174,POTTERING IN THE SHED METAL SIGN,metal sign,,,
21174,found,metal sign,,,
21175,GIN + TONIC DIET METAL SIGN,metal sign,,,
21175,GIN AND TONIC DIET METAL SIGN,metal sign,,,
21179,NO JUNK MAIL METAL SIGN,metal sign,,,
21179,damaged,metal sign,,,
21181,PLEASE ONE PERSON METAL SIGN,metal sign,,,
21181,adjustment,metal sign,,,
21181,check,metal sign,,,
21181,dotcom,metal sign,,,
21181,on cargo order,metal sign,,,
21186,WHITE DOVE HONEYCOMB PAPER GARLAND,garland,,,
21187,WHITE BELL HONEYCOMB PAPER GARLAND ,garland,,,
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,garland,,,
21189,WHITE HONEYCOMB PAPER GARLAND ,garland,,,
21190,PINK HEARTS PAPER GARLAND,garland,,,
21191,LARGE WHITE HONEYCOMB PAPER BELL  ,art decoration,,,
21192,WHITE BELL HONEYCOMB PAPER ,art decoration,,,
21192,check,art decoration,,,
21192,wrongly marked,art decoration,,,
21194,PINK  HONEYCOMB PAPER FAN,art decoration,,,
21195,PINK  HONEYCOMB PAPER BALL ,art decoration,,,
21196,ROUND WHITE CONFETTI IN TUBE,confetti,,,
21197,MULTICOLOUR  CONFETTI IN TUBE,confetti,,,
21198,WHITE HEART CONFETTI IN TUBE,confetti,,,
21199,PINK  HEART CONFETTI IN TUBE,confetti,,,
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,garland,,,
21201,???,garland,,,
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,garland,,,
21202,DOLLY HONEYCOMB GARLAND,garland,,,
21204,DAISIES  HONEYCOMB GARLAND ,garland,,,
21205,MULTICOLOUR 3D BALLS GARLAND,garland,,,
21206,STRAWBERRY HONEYCOMB  GARLAND ,garland,,,
21207,SKULL AND CROSSBONES  GARLAND ,garland,,,
21208,PASTEL COLOUR HONEYCOMB FAN,fan,,,
21209,MULTICOLOUR HONEYCOMB FAN,fan,,,
21210,SET OF 72 RETROSPOT PAPER  DOILIES,coasters,,,
21211,SET OF 72 SKULL PAPER  DOILIES,coasters,,,
21212,PACK OF 72 RETROSPOT CAKE CASES,cake cases,,,
21213,PACK OF 72 SKULL CAKE CASES,cake cases,,,
21215,IVORY PAPER CUP CAKE CASES ,cake cases,,,
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",tea cutlery,,,
21217,RED RETROSPOT ROUND CAKE TINS,cake cases,,,
21218,RED SPOTTY BISCUIT TIN,Tin Box,,,
21219,SET/4 BADGES BALLOON GIRL,badges,,,
21220,SET/4 BADGES DOGS,badges,,,
21221,SET/4 BADGES CUTE CREATURES,badges,,,
21222,SET/4 BADGES BEETLES,badges,,,
21224,SET/4 SKULL BADGES,badges,,,
21226,POCKET MIRROR WOODLAND,mirror,,,
21228,"POCKET MIRROR ""GLAMOROUS""",mirror,,,
21231,SWEETHEART CERAMIC TRINKET BOX,trinket box,,,
21232,STRAWBERRY CERAMIC TRINKET BOX,trinket box,,,
21232,STRAWBERRY CERAMIC TRINKET POT,trinket pot,,,
21238,RED RETROSPOT CUP,cups,,,
21239,PINK  POLKADOT CUP,cups,,,
21240,BLUE POLKADOT CUP,cups,,,
21242,RED RETROSPOT PLATE ,plate,,,
21243,PINK  POLKADOT PLATE ,plate,,,
21243,PINK POLKADOT PLATE ,plate,,,
21244,BLUE POLKADOT PLATE ,plate,,,
21245,GREEN POLKADOT PLATE ,plate,,,
21246,RED RETROSPOT BIG BOWL,bowls,,,
21246,damaged,,,,
21248,DOOR HANGER  MUM + DADS ROOM,hanger,,,
21249,WOODLAND  HEIGHT CHART STICKERS ,stickers,,,
21250,SET OF SKULL WALL STICKERS,stickers,,,
21251,DINOSAUR HEIGHT CHART STICKER SET,stickers,,,
21253,SET OF PICTURE FRAME  STICKERS,stickers,,,
21257,?,stickers,,,
21257,VICTORIAN SEWING BOX MEDIUM,sewing box,,,
21258,?,sewing box,,,
21258,VICTORIAN SEWING BOX LARGE,sewing box,,,
21259,VICTORIAN SEWING BOX SMALL ,sewing box,,,
21260,FIRST AID TIN,first aid box,,,
21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,tree decoration,,,
21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,tree decoration,,,
21263,GREEN GOOSE FEATHER TREE 60CM,tree decoration,,,
21264,WHITE GOOSE FEATHER TREE 60CM ,tree decoration,,,
21265,PINK GOOSE FEATHER TREE 60CM,tree decoration,,,
21268,VINTAGE BLUE TINSEL REEL,tapes,,,
21269,ANTIQUE CREAM CUTLERY SHELF ,cutlery stand,,,
21270,ANTIQUE CREAM CUTLERY CUPBOARD,cutlery stand,,,
21272,?,cutlery stand,,,
21272,SALLE DE BAIN HOOK,hook,,,
21275,?,,,,
21275,ZINC TOP  2 DOOR WOODEN SHELF ,shelf,,,
21277,FRENCH STYLE EMBOSSED HEART CABINET,drawers,,,
21278,VINTAGE KITCHEN PRINT PUDDINGS,kitchen matress,,,
21279,VINTAGE KITCHEN PRINT FRUITS,kitchen matress,,,
21280,VINTAGE KITCHEN PRINT VEGETABLES,kitchen matress,,,
21281,VINTAGE KITCHEN PRINT SEAFOOD,kitchen matress,,,
21284,RETROSPOT CANDLE  SMALL,candles,,,
21285,RETROSPOT CANDLE  MEDIUM,candles,,,
21286,RETROSPOT CANDLE  LARGE,candles,,,
21287,SCENTED VELVET LOUNGE CANDLE ,candles,,,
21288,STRIPEY CHOCOLATE NESTING BOXES,boxes,,,
21289,LARGE STRIPES CHOCOLATE GIFT BAG,gift bag,,,
21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,gift bag,,,
21292,SMALL STRIPES CHOCOLATE GIFT BAG ,gift bag,,,
21293,MIRRORED DOVE WALL DECORATION,wall decoration,,,
21294,ETCHED GLASS COASTER,coasters,,,
21294,damaged,,,,
21306,SET/4 DAISY MIRROR MAGNETS,magnets,,,
21307,SET/4 BUTTERFLY MIRROR MAGNETS,magnets,,,
21310,CAPIZ CHANDELIER,magnets,,,
21311,SET/4 BIRD MIRROR MAGNETS ,magnets,,,
21313,GLASS HEART T-LIGHT HOLDER ,candle holders,,,
21314,SMALL GLASS HEART TRINKET POT,art decoration,,,
21316,SMALL CHUNKY GLASS ROMAN  BOWL,bowls,,,
21317,GLASS SPHERE CANDLE STAND MEDIUM,candle holders,,,
21318,GLASS CHALICE BLUE SMALL ,art decoration,,,
21319,GLASS CHALICE GREEN  SMALL ,art decoration,,,
21319,adjustment,art decoration,,,
21320,GLASS CHALICE GREEN  LARGE ,art decoration,,,
21320,broken,art decoration,,,
21324,HANGING MEDINA LANTERN SMALL,hanging decoration,,,
21326,AGED GLASS SILVER T-LIGHT HOLDER,candle holders,,,
21327,SKULLS WRITING SET ,writing set,,,
21328,BALLOONS  WRITING SET ,writing set,,,
21329,DINOSAURS  WRITING SET ,writing set,,,
21331,MOROCCAN BEATEN METAL DISH LARGE,dish,,,
21332,MOROCCAN BEATEN METAL MIRROR,mirror,,,
21333,CLASSIC WHITE FRAME,photo frame,,,
21336,GOLD WASHBAG,washbag,,,
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,plant holder,,,
21344,MOROCCAN BEATEN METAL DISH,dish,,,
21348,PINK SPOTS CHOCOLATE NESTING BOXES ,boxes,,,
21349,IVY HEART WREATH,wreath,,,
21349,check,wreath,,,
21351,CINAMMON & ORANGE WREATH,wreath,,,
21351,damaged,wreath,,,
21352,EUCALYPTUS & PINECONE  WREATH,wreath,,,
21352,check,wreath,,,
21354,TOAST ITS - BEST MUM,coasters,,,
21355,TOAST ITS - I LOVE YOU ,coasters,,,
21356,TOAST ITS - FAIRY FLOWER,coasters,,,
21357,TOAST ITS - DINOSAUR,coasters,,,
21358,TOAST ITS - HAPPY BIRTHDAY,coasters,,,
21359,RELAX LARGE WOOD LETTERS,wood letters,,,
21360,JOY LARGE WOOD LETTERS,wood letters,,,
21360,Show Samples,wood letters,,,
21361,LOVE LARGE WOOD LETTERS ,wood letters,,,
21363,HOME SMALL WOOD LETTERS,wood letters,,,
21364,PEACE SMALL WOOD LETTERS,wood letters,,,
21365,MIRRORED WALL ART STARS,wall decoration,,,
21366,MIRRORED WALL ART PHOTO FRAMES,photo frame,,,
21367,MIRRORED WALL ART GENTS,wall decoration,,,
21368,MIRRORED WALL ART LADIES,wall decoration,,,
21369,MIRRORED WALL ART SPLODGES,wall decoration,,,
21370,MIRRORED WALL ART FOXY,wall decoration,,,
21371,MIRRORED WALL ART POPPIES,wall decoration,,,
21372,MIRRORED WALL ART TABLE LAMP,wall decoration,,,
21373,MIRRORED WALL ART SNOWFLAKES,wall decoration,,,
21374,MIRRORED WALL ART SKULLS,wall decoration,,,
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM ,camphorwoord,,,
21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL ,camphorwoord,,,
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,camphorwoord,,,
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,camphorwoord,,,
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,camphorwoord,,,
21380,WOODEN HAPPY BIRTHDAY GARLAND,garland,,,
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,garland,,,
21382,SET/4 SPRING FLOWER DECORATION,art decoration,,,
21383,PACK OF 12 STICKY BUNNIES,stickers,,,
21385,IVORY HANGING DECORATION  HEART,hanging decoration,,,
21386,IVORY HANGING DECORATION  EGG,hanging decoration,,,
21389,IVORY HANGING DECORATION  BIRD,hanging decoration,,,
21390,FILIGRIS HEART WITH BUTTERFLY,art decoration,,,
21391,FRENCH LAVENDER SCENT HEART,candles,,,
21391,Sold as 1 on dotcom,,,,
21392,RED POLKADOT PUDDING BOWL,bowls,,,
21393,BLUE POLKADOT PUDDING BOWL,bowls,,,
21394,RED POLKADOT BEAKER ,beaker,,,
21394,damages,beaker,,,
21395,BLUE POLKADOT BEAKER ,beaker,,,
21397,BLUE POLKADOT EGG CUP ,cups,,,
21397,damaged,,,,
21398,RED POLKADOT COFFEE  MUG,mug,,,
21398,damages,mug,,,
21399,BLUE POLKADOT COFFEE MUG,mug,,,
21400,RED PUDDING SPOON,spoon,,,
21401,BLUE PUDDING SPOON,spoon,,,
21402,RED  EGG  SPOON,spoon,,,
21403,BLUE EGG  SPOON,spoon,,,
21407,BROWN CHECK CAT DOORSTOP ,doorstop,,,
21408,SPOTTY PINK DUCK DOORSTOP,doorstop,,,
21410,COUNTRY COTTAGE  DOORSTOP GREEN,doorstop,,,
21411,GINGHAM HEART  DOORSTOP RED,doorstop,,,
21412,VINTAGE GOLD TINSEL REEL,tapes,,,
21413,PERIWINKLE T-LIGHT HOLDER,candle holders,,,
21414,SCALLOP SHELL SOAP DISH,soap dish,,,
21415,CLAM SHELL SMALL ,soap dish,,,
21416,CLAM SHELL LARGE,soap dish,,,
21417,COCKLE SHELL DISH,soap dish,,,
21418,STARFISH SOAP DISH,soap dish,,,
21420,OYSTER TRINKET BOX,trinket box,,,
21421,PORCELAIN ROSE LARGE ,trinket box,,,
21421,damaged,,,,
21422,PORCELAIN ROSE SMALL,art decoration,,,
21424,WOODLAND STORAGE BOX LARGE ,boxes,,,
21424,damages,boxes,,,
21425,SKULLS STORAGE BOX LARGE,boxes,,,
21426,WOODLAND STORAGE BOX SMALL,boxes,,,
21427,SKULLS STORAGE BOX SMALL,boxes,,,
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,boxes,,,
21429,RED GINGHAM ROSE JEWELLERY BOX,jewelery box,,,
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,boxes,,,
21439,BASKET OF TOADSTOOLS,garden acessory,,,
21441,BLUE BIRDHOUSE DECORATION,birdhouse,,,
21442,GREEN BIRDHOUSE DECORATION,birdhouse,,,
21445,12 PINK ROSE PEG PLACE SETTINGS,peg,,,
21446,12 RED ROSE PEG PLACE SETTINGS,peg,,,
21447,12 IVORY ROSE PEG PLACE SETTINGS,peg,,,
21448,12 DAISY PEGS IN WOOD BOX,peg,,,
21452,TOADSTOOL MONEY BOX,boxes,,,
21454,PAINTED PINK RABBIT ,art decoration,,,
21455,PAINTED YELLOW WOODEN DAISY,art decoration,,,
21456,2 PICTURE BOOK EGGS EASTER CHICKS,book,,,
21457,2 PICTURE BOOK EGGS EASTER DUCKS,book,,,
21458,2 PICTURE BOOK EGGS EASTER BUNNY,book,,,
21459,YELLOW EASTER EGG HUNT START POST,easter decoration,,,
21460,GREEN EASTER EGG HUNT START POST,easter decoration,,,
21461,BLUE EASTER EGG HUNT START POST,easter decoration,,,
21462,"NURSERY A,B,C PAINTED LETTERS",letters,,,
21463,MIRRORED DISCO BALL ,disco ball,,,
21464,DISCO BALL ROTATOR BATTERY OPERATED,disco ball,,,
21465,PINK FLOWER CROCHET FOOD COVER,food cover,,,
21466,RED FLOWER CROCHET FOOD COVER,food cover,,,
21467,CHERRY CROCHET FOOD COVER,food cover,,,
21468,BUTTERFLY CROCHET FOOD COVER,food cover,,,
21469,POLKA DOT RAFFIA FOOD COVER,food cover,,,
21470,FLOWER VINE RAFFIA FOOD COVER,food cover,,,
21471,STRAWBERRY RAFFIA FOOD COVER,food cover,,,
21472,LADYBIRD + BEE RAFFIA FOOD COVER,food cover,,,
21473,SWEETHEART CREAM STEEL TABLE RECT,table,,,
21476,STEEL SWEETHEART ROUND TABLE CREAM,table,,,
21479,?,,,,
21479,WHITE SKULL HOT WATER BOTTLE ,water bottle,,,
21481,FAWN BLUE HOT WATER BOTTLE,water bottle,,,
21484,CHICK GREY HOT WATER BOTTLE,water bottle,,,
21485,RETROSPOT HEART HOT WATER BOTTLE,water bottle,,,
21486,PINK HEART DOTS HOT WATER BOTTLE,water bottle,,,
21488,RED WHITE SCARF  HOT WATER BOTTLE,water bottle,,,
21491,SET OF THREE VINTAGE GIFT WRAPS,gift wrap,,,
21494,ROTATING LEAVES T-LIGHT HOLDER,candle holders,,,
21495,SKULLS AND CROSSBONES WRAP,wraps,,,
21497,FANCY FONTS BIRTHDAY WRAP,wraps,,,
21498,RED RETROSPOT WRAP ,wraps,,,
21499,BLUE POLKADOT WRAP,wraps,,,
21500,PINK POLKADOT WRAP ,wraps,,,
21503,TOYBOX  WRAP ,wraps,,,
21504,SKULLS GREETING CARD,greeting card,,,
21506,"FANCY FONT BIRTHDAY CARD, ",greeting card,,,
21507,ELEPHANT BIRTHDAY CARD ,greeting card,,,
21507,"ELEPHANT, BIRTHDAY CARD, ",greeting card,,,
21508,VINTAGE KID DOLLY CARD ,greeting card,,,
21509,COWBOYS AND INDIANS BIRTHDAY CARD ,greeting card,,,
21518,BANK ACCOUNT  GREETING  CARD ,greeting card,,,
21519,GIN & TONIC DIET GREETING CARD ,greeting card,,,
21519,check,greeting card,,,
21520,BOOZE & WOMEN GREETING CARD ,greeting card,,,
21523,DOORMAT FANCY FONT HOME SWEET HOME,doormat,,,
21524,DOORMAT SPOTTY HOME SWEET HOME,doormat,,,
21527,RED RETROSPOT TRADITIONAL TEAPOT ,teapot,,,
21527,damages,teapot,,,
21528,DAIRY MAID TRADITIONAL TEAPOT ,teapot,,,
21530,DAIRY MAID TOASTRACK,garden decoration,,,
21531,RED RETROSPOT SUGAR JAM BOWL,bowls,,,
21533,RETROSPOT LARGE MILK JUG,jug,,,
21534,DAIRY MAID LARGE MILK JUG,jug,,,
21535,RED RETROSPOT SMALL MILK JUG,jug,,,
21537,?,jug,,,
21537,RED RETROSPOT PUDDING BOWL,bowls,,,
21538,DAIRY MAID  PUDDING BOWL,bowls,,,
21539,RED RETROSPOT BUTTER DISH,butter dish,,,
21539,check,,,,
21539,damages?,,,,
21544,SKULLS  WATER TRANSFER TATTOOS ,sticker tatoos,,,
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,birdhouse,,,
21555,CERAMIC STRAWBERRY TRINKET TRAY,trinket tray,,,
21556,CERAMIC STRAWBERRY MONEY BOX,boxes,,,
21557,SET OF 6 FUNKY BEAKERS,beaker,,,
21558,SKULL LUNCH BOX WITH CUTLERY ,lunch box,,,
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,lunch box,,,
21561,DINOSAUR LUNCH BOX WITH CUTLERY,lunch box,,,
21562,HAWAIIAN GRASS SKIRT ,skirt,,,
21563,RED HEART SHAPE LOVE BUCKET ,bucket,,,
21564,PINK  HEART SHAPE LOVE BUCKET ,bucket,,,
21576,LETS GO SHOPPING COTTON TOTE BAG,hand bag,,,
21577,SAVE THE PLANET COTTON TOTE BAG,hand bag,,,
21578,?,hand bag,,,
21578,WOODLAND DESIGN  COTTON TOTE BAG,hand bag,,,
21578,found,hand bag,,,
21579,LOLITA  DESIGN  COTTON TOTE BAG,hand bag,,,
21580,RABBIT  DESIGN  COTTON TOTE BAG,hand bag,,,
21581,SKULLS  DESIGN  COTTON TOTE BAG,hand bag,,,
21584,RETROSPOT SMALL TUBE MATCHES,matches,,,
21586,KINGS CHOICE GIANT TUBE MATCHES,matches,,,
21587,COSY HOUR GIANT TUBE MATCHES,matches,,,
21588,RETROSPOT GIANT TUBE MATCHES,matches,,,
21591,COSY HOUR CIGAR BOX MATCHES ,matches,,,
21591,check,matches,,,
21592,RETROSPOT CIGAR BOX MATCHES ,matches,,,
21594,Dr. Jam's Arouzer Stress Ball,stress ball,,,
21595,Dad's Cab Electronic Meter,meter,,,
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,candles,,,
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,candles,,,
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,candles,,,
21615,4 LAVENDER BOTANICAL DINNER CANDLES,candles,,,
21615,check,candles,,,
21616,4 PEAR BOTANICAL DINNER CANDLES,candles,,,
21617,4 LILY  BOTANICAL DINNER CANDLES,candles,,,
21618,4 WILDFLOWER BOTANICAL CANDLES,candles,,,
21618,CHECK,candles,,,
21619,4 VANILLA BOTANICAL CANDLES,candles,,,
21619,check,candles,,,
21620,SET OF 4 ROSE BOTANICAL CANDLES,candles,,,
21620,check,candles,,,
21620,mystery! Only ever imported 1800,candles,,,
21621,?,,,,
21621,VINTAGE UNION JACK BUNTING,hanging decoration,,,
21621,rcvd be air temp fix for dotcom sit,,,,
21621,re dotcom quick fix.,,,,
21622,POSSIBLE DAMAGES OR LOST?,,,,
21622,VINTAGE UNION JACK CUSHION COVER,cushion cover,,,
21622,damages,,,,
21623,VINTAGE UNION JACK MEMOBOARD,wall decoration,,,
21624,VINTAGE UNION JACK DOORSTOP,doorstop,,,
21625,VINTAGE UNION JACK APRON,apron,,,
21626,VINTAGE UNION JACK PENNANT,hanging decoration,,,
21627,ELEPHANT CARNIVAL POUFFE,wall decoration,,,
21627,check,wall decoration,,,
21628,TRIANGULAR POUFFE VINTAGE ,cushion,,,
21629,SQUARE FLOOR CUSHION VINTAGE RED,cushion,,,
21630,FLOOR CUSHION ELEPHANT CARNIVAL,cushion,,,
21631,HIPPY CHIC DECORATIVE PARASOL,parasol,,,
21632,VINTAGE PINK DECORATIVE PARASOL,parasol,,,
21633,SUNFLOWER DECORATIVE PARASOL,parasol,,,
21634,ASSORTED MINI MADRAS NOTEBOOK,notebook,,,
21635,MADRAS NOTEBOOK LARGE ,notebook,,,
21636,MADRAS NOTEBOOK MEDIUM,notebook,,,
21636,check,notebook,,,
21637,ASSORTED SANSKRIT MINI NOTEBOOK,notebook,,,
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,notebook,,,
21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,notebook,,,
21641,ASSORTED TUTTI FRUTTI KEYRING BALL,keychain,,,
21642,ASSORTED TUTTI FRUTTI PEN,pen,,,
21642,check,,,,
21643,ASSORTED TUTTI FRUTTI MIRROR,mirror,,,
21643,damaged,,,,
21644,ASSORTED TUTTI FRUTTI HEART BOX,boxes,,,
21644,check,boxes,,,
21644,found,boxes,,,
21645,ASSORTED TUTTI FRUTTI ROUND BOX,boxes,,,
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,purse,,,
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,purse,,,
21650,ASSORTED TUTTI FRUTTI BRACELET,bracelet,,,
21651,HANGING GLASS ETCHED TEALIGHT,hanging decoration,,,
21654,Damaged,,,,
21654,RIDGED GLASS FINGER BOWL,bowls,,,
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,candle holders,,,
21656,RIDGED GLASS POSY VASE ,art decoration,,,
21656,samples,,,,
21657,MILK BOTTLE WITH GLASS STOPPER ,bottle,,,
21658,GLASS  BEURRE DISH,butter dish,,,
21661,VINTAGE GLASS TEA CADDY,bowls,,,
21662,VINTAGE GLASS COFFEE CADDY,bowls,,,
21664,RIDGED GLASS STORAGE JAR CREAM LID,jar,,,
21666,RIDGED GLASS T-LIGHT HOLDER,candle holders,,,
21667,GLASS CAKE COVER AND PLATE,food cover,,,
21668,RED STRIPE CERAMIC DRAWER KNOB,drawer knob,,,
21669,BLUE STRIPE CERAMIC DRAWER KNOB,drawer knob,,,
21670,BLUE SPOT CERAMIC DRAWER KNOB,drawer knob,,,
21671,RED SPOT CERAMIC DRAWER KNOB,drawer knob,,,
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,drawer knob,,,
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,drawer knob,,,
21675,BUTTERFLIES STICKERS,stickers,,,
21676,FLOWERS  STICKERS,stickers,,,
21677,HEARTS  STICKERS,stickers,,,
21678,PAISLEY PATTERN  STICKERS,stickers,,,
21679,SKULLS  STICKERS,stickers,,,
21680,WOODLAND  STICKERS,stickers,,,
21681,GIANT MEDINA STAMPED METAL BOWL ,bowls,,,
21682,?display?,bowls,,,
21682,LARGE MEDINA STAMPED METAL BOWL ,bowls,,,
21683,MEDIUM MEDINA STAMPED METAL BOWL ,bowls,,,
21684,SMALL MEDINA STAMPED METAL BOWL ,bowls,,,
21686,MEDINA STAMPED METAL STOOL,bowls,,,
21688,SILVER PLATE CANDLE BOWL SMALL,bowls,,,
21688,mixed up,bowls,,,
21689,SILVER VANILLA  FLOWER CANDLE POT,candlepot,,,
21689,wrong barcode,candlepot,,,
21690,SILVER  CANDLEPOT JARDIN ,candlepot,,,
21692,SILVER LATTICE VANILLA CANDLE POT,candlepot,,,
21693,SMALL HAMMERED SILVER CANDLEPOT ,candlepot,,,
21693,mixed up,candlepot,,,
21694,SMALL REGAL  SILVER CANDLEPOT ,candlepot,,,
21695,SMALL SILVER FLOWER CANDLE POT,candlepot,,,
21696,SMALL SILVER TRELLIS CANDLEPOT,candlepot,,,
21698,MOCK LOBSTER FRIDGE MAGNET,magnets,,,
21700,BIG DOUGHNUT FRIDGE MAGNETS,magnets,,,
21700,check,magnets,,,
21700,sold as set on dotcom and amazon,magnets,,,
21703,BAG 125g SWIRLY MARBLES,art decoration,,,
21704,BAG 250g SWIRLY MARBLES,art decoration,,,
21705,BAG 500g SWIRLY MARBLES,art decoration,,,
21706,FOLDING UMBRELLA RED/WHITE POLKADOT,umbrella,,,
21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,umbrella,,,
21708,FOLDING UMBRELLA CREAM POLKADOT,umbrella,,,
21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,umbrella,,,
21710,FOLDING UMBRELLA PINKWHITE POLKADOT,umbrella,,,
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,umbrella,,,
21713,CITRONELLA CANDLE FLOWERPOT,candles,,,
21714,CITRONELLA CANDLE GARDEN POT,candles,,,
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,bucket,,,
21716,BOYS VINTAGE TIN SEASIDE BUCKET,bucket,,,
21717,EASTER TIN BUCKET,bucket,,,
21718,RED METAL BEACH SPADE ,sand toy,,,
21719,LOVELY BONBON STICKER SHEET,stickers,,,
21720,CAKE SHOP  STICKER SHEET,stickers,,,
21721,CANDY SHOP  STICKER SHEET,stickers,,,
21722,SWEET PUDDING STICKER SHEET,stickers,,,
21723,ALPHABET HEARTS STICKER SHEET,stickers,,,
21724,PANDA AND BUNNIES STICKER SHEET,stickers,,,
21725,SWEETIES  STICKERS,stickers,,,
